day,crimedate,NUMCRIMES
1,2010-08-23,1129
2,2010-08-24,1116
3,2010-08-25,1071
4,2010-08-26,1140
5,2010-08-27,1134
6,2010-08-28,1040
7,2010-08-29,1129
1,2010-08-30,1132
2,2010-08-31,1084
3,2010-09-01,1228
4,2010-09-02,1022
5,2010-09-03,1098
6,2010-09-04,988
7,2010-09-05,983
1,2010-09-06,1055
2,2010-09-07,1128
3,2010-09-08,1056
4,2010-09-09,1014
5,2010-09-10,1121
6,2010-09-11,970
7,2010-09-12,1077
1,2010-09-13,997
2,2010-09-14,1069
3,2010-09-15,1057
4,2010-09-16,1040
5,2010-09-17,1126
6,2010-09-18,1050
7,2010-09-19,1039
1,2010-09-20,1083
2,2010-09-21,1134
3,2010-09-22,1126
4,2010-09-23,1086
5,2010-09-24,1150
6,2010-09-25,1096
7,2010-09-26,974
1,2010-09-27,969
2,2010-09-28,1084
3,2010-09-29,1071
4,2010-09-30,1001
5,2010-10-01,1240
6,2010-10-02,905
7,2010-10-03,886
1,2010-10-04,985
2,2010-10-05,1046
3,2010-10-06,1123
4,2010-10-07,1069
5,2010-10-08,1183
6,2010-10-09,1099
7,2010-10-10,1095
1,2010-10-11,1019
2,2010-10-12,1095
3,2010-10-13,1039
4,2010-10-14,1038
5,2010-10-15,1160
6,2010-10-16,1010
7,2010-10-17,979
1,2010-10-18,1033
2,2010-10-19,1034
3,2010-10-20,1052
4,2010-10-21,1066
5,2010-10-22,1068
6,2010-10-23,1001
7,2010-10-24,948
1,2010-10-25,1034
2,2010-10-26,1091
3,2010-10-27,1027
4,2010-10-28,989
5,2010-10-29,1084
6,2010-10-30,992
7,2010-10-31,1005
1,2010-11-01,1117
2,2010-11-02,1044
3,2010-11-03,972
4,2010-11-04,963
5,2010-11-05,1010
6,2010-11-06,936
7,2010-11-07,946
1,2010-11-08,1053
2,2010-11-09,1121
3,2010-11-10,1108
4,2010-11-11,1044
5,2010-11-12,1057
6,2010-11-13,946
7,2010-11-14,899
1,2010-11-15,1032
2,2010-11-16,941
3,2010-11-17,928
4,2010-11-18,940
5,2010-11-19,1094
6,2010-11-20,953
7,2010-11-21,913
1,2010-11-22,906
2,2010-11-23,932
3,2010-11-24,947
4,2010-11-25,666
5,2010-11-26,868
6,2010-11-27,854
7,2010-11-28,892
1,2010-11-29,917
2,2010-11-30,891
3,2010-12-01,948
4,2010-12-02,974
5,2010-12-03,929
6,2010-12-04,858
7,2010-12-05,767
1,2010-12-06,774
2,2010-12-07,887
3,2010-12-08,803
4,2010-12-09,854
5,2010-12-10,961
6,2010-12-11,811
7,2010-12-12,670
1,2010-12-13,730
2,2010-12-14,814
3,2010-12-15,906
4,2010-12-16,860
5,2010-12-17,911
6,2010-12-18,801
7,2010-12-19,751
1,2010-12-20,841
2,2010-12-21,815
3,2010-12-22,884
4,2010-12-23,856
5,2010-12-24,744
6,2010-12-25,503
7,2010-12-26,612
1,2010-12-27,687
2,2010-12-28,813
3,2010-12-29,797
4,2010-12-30,852
5,2010-12-31,832
6,2011-01-01,1551
7,2011-01-02,712
1,2011-01-03,885
2,2011-01-04,845
3,2011-01-05,896
4,2011-01-06,889
5,2011-01-07,937
6,2011-01-08,837
7,2011-01-09,749
1,2011-01-10,918
2,2011-01-11,846
3,2011-01-12,910
4,2011-01-13,937
5,2011-01-14,987
6,2011-01-15,895
7,2011-01-16,769
1,2011-01-17,809
2,2011-01-18,884
3,2011-01-19,933
4,2011-01-20,818
5,2011-01-21,840
6,2011-01-22,756
7,2011-01-23,811
1,2011-01-24,844
2,2011-01-25,914
3,2011-01-26,919
4,2011-01-27,842
5,2011-01-28,902
6,2011-01-29,826
7,2011-01-30,756
1,2011-01-31,794
2,2011-02-01,700
3,2011-02-02,320
4,2011-02-03,524
5,2011-02-04,670
6,2011-02-05,705
7,2011-02-06,653
1,2011-02-07,763
2,2011-02-08,718
3,2011-02-09,762
4,2011-02-10,781
5,2011-02-11,891
6,2011-02-12,828
7,2011-02-13,780
1,2011-02-14,876
2,2011-02-15,920
3,2011-02-16,935
4,2011-02-17,980
5,2011-02-18,1071
6,2011-02-19,882
7,2011-02-20,761
1,2011-02-21,705
2,2011-02-22,855
3,2011-02-23,861
4,2011-02-24,882
5,2011-02-25,910
6,2011-02-26,856
7,2011-02-27,783
1,2011-02-28,866
2,2011-03-01,1055
3,2011-03-02,822
4,2011-03-03,933
5,2011-03-04,941
6,2011-03-05,783
7,2011-03-06,723
1,2011-03-07,847
2,2011-03-08,916
3,2011-03-09,931
4,2011-03-10,946
5,2011-03-11,1077
6,2011-03-12,959
7,2011-03-13,777
1,2011-03-14,918
2,2011-03-15,930
3,2011-03-16,1054
4,2011-03-17,1077
5,2011-03-18,1104
6,2011-03-19,928
7,2011-03-20,806
1,2011-03-21,985
2,2011-03-22,916
3,2011-03-23,936
4,2011-03-24,893
5,2011-03-25,1022
6,2011-03-26,862
7,2011-03-27,845
1,2011-03-28,899
2,2011-03-29,917
3,2011-03-30,939
4,2011-03-31,959
5,2011-04-01,1080
6,2011-04-02,1106
7,2011-04-03,947
1,2011-04-04,1031
2,2011-04-05,992
3,2011-04-06,1029
4,2011-04-07,970
5,2011-04-08,1028
6,2011-04-09,948
7,2011-04-10,1113
1,2011-04-11,1006
2,2011-04-12,969
3,2011-04-13,1034
4,2011-04-14,1028
5,2011-04-15,1023
6,2011-04-16,924
7,2011-04-17,913
1,2011-04-18,905
2,2011-04-19,777
3,2011-04-20,880
4,2011-04-21,892
5,2011-04-22,894
6,2011-04-23,986
7,2011-04-24,848
1,2011-04-25,930
2,2011-04-26,947
3,2011-04-27,988
4,2011-04-28,963
5,2011-04-29,979
6,2011-04-30,977
7,2011-05-01,1147
1,2011-05-02,966
2,2011-05-03,993
3,2011-05-04,1025
4,2011-05-05,1078
5,2011-05-06,1063
6,2011-05-07,973
7,2011-05-08,942
1,2011-05-09,1057
2,2011-05-10,1076
3,2011-05-11,1111
4,2011-05-12,1045
5,2011-05-13,1174
6,2011-05-14,929
7,2011-05-15,918
1,2011-05-16,968
2,2011-05-17,1040
3,2011-05-18,955
4,2011-05-19,1060
5,2011-05-20,1115
6,2011-05-21,966
7,2011-05-22,1015
1,2011-05-23,1053
2,2011-05-24,1038
3,2011-05-25,976
4,2011-05-26,949
5,2011-05-27,1032
6,2011-05-28,948
7,2011-05-29,883
1,2011-05-30,1004
2,2011-05-31,1091
3,2011-06-01,1219
4,2011-06-02,1178
5,2011-06-03,1113
6,2011-06-04,1101
7,2011-06-05,1032
1,2011-06-06,1071
2,2011-06-07,1096
3,2011-06-08,1081
4,2011-06-09,962
5,2011-06-10,1148
6,2011-06-11,1020
7,2011-06-12,1006
1,2011-06-13,1054
2,2011-06-14,1101
3,2011-06-15,1107
4,2011-06-16,1029
5,2011-06-17,1175
6,2011-06-18,1058
7,2011-06-19,1049
1,2011-06-20,1107
2,2011-06-21,1067
3,2011-06-22,1039
4,2011-06-23,1046
5,2011-06-24,1029
6,2011-06-25,1112
7,2011-06-26,1097
1,2011-06-27,1000
2,2011-06-28,1079
3,2011-06-29,1107
4,2011-06-30,1033
5,2011-07-01,1132
6,2011-07-02,1132
7,2011-07-03,983
1,2011-07-04,1030
2,2011-07-05,1146
3,2011-07-06,1087
4,2011-07-07,1073
5,2011-07-08,1028
6,2011-07-09,1073
7,2011-07-10,1080
1,2011-07-11,1090
2,2011-07-12,1089
3,2011-07-13,1118
4,2011-07-14,1069
5,2011-07-15,1189
6,2011-07-16,1103
7,2011-07-17,1042
1,2011-07-18,1051
2,2011-07-19,1069
3,2011-07-20,1019
4,2011-07-21,1011
5,2011-07-22,1128
6,2011-07-23,1038
7,2011-07-24,1001
1,2011-07-25,1062
2,2011-07-26,1039
3,2011-07-27,1094
4,2011-07-28,1090
5,2011-07-29,1066
6,2011-07-30,1075
7,2011-07-31,1049
1,2011-08-01,1236
2,2011-08-02,1022
3,2011-08-03,1126
4,2011-08-04,1146
5,2011-08-05,1146
6,2011-08-06,1107
7,2011-08-07,929
1,2011-08-08,924
2,2011-08-09,997
3,2011-08-10,1016
4,2011-08-11,1053
5,2011-08-12,1130
6,2011-08-13,1038
7,2011-08-14,972
1,2011-08-15,1035
2,2011-08-16,953
3,2011-08-17,1032
4,2011-08-18,1072
5,2011-08-19,1169
6,2011-08-20,1083
7,2011-08-21,1007
1,2011-08-22,1021
2,2011-08-23,990
3,2011-08-24,1032
4,2011-08-25,1091
5,2011-08-26,1049
6,2011-08-27,1050
7,2011-08-28,1009
1,2011-08-29,1034
2,2011-08-30,1045
3,2011-08-31,1078
4,2011-09-01,1183
5,2011-09-02,1090
6,2011-09-03,997
7,2011-09-04,971
1,2011-09-05,935
2,2011-09-06,942
3,2011-09-07,992
4,2011-09-08,934
5,2011-09-09,1076
6,2011-09-10,1092
7,2011-09-11,965
1,2011-09-12,1055
2,2011-09-13,1029
3,2011-09-14,983
4,2011-09-15,963
5,2011-09-16,1064
6,2011-09-17,979
7,2011-09-18,918
1,2011-09-19,989
2,2011-09-20,968
3,2011-09-21,978
4,2011-09-22,1130
5,2011-09-23,1014
6,2011-09-24,949
7,2011-09-25,910
1,2011-09-26,942
2,2011-09-27,948
3,2011-09-28,937
4,2011-09-29,986
5,2011-09-30,1022
6,2011-10-01,1073
7,2011-10-02,927
1,2011-10-03,940
2,2011-10-04,970
3,2011-10-05,967
4,2011-10-06,971
5,2011-10-07,1055
6,2011-10-08,1015
7,2011-10-09,1003
1,2011-10-10,896
2,2011-10-11,1025
3,2011-10-12,1066
4,2011-10-13,828
5,2011-10-14,1021
6,2011-10-15,962
7,2011-10-16,893
1,2011-10-17,918
2,2011-10-18,919
3,2011-10-19,878
4,2011-10-20,888
5,2011-10-21,1010
6,2011-10-22,1010
7,2011-10-23,1042
1,2011-10-24,1023
2,2011-10-25,1060
3,2011-10-26,977
4,2011-10-27,956
5,2011-10-28,1046
6,2011-10-29,948
7,2011-10-30,954
1,2011-10-31,1036
2,2011-11-01,1203
3,2011-11-02,974
4,2011-11-03,861
5,2011-11-04,1005
6,2011-11-05,904
7,2011-11-06,941
1,2011-11-07,869
2,2011-11-08,871
3,2011-11-09,892
4,2011-11-10,865
5,2011-11-11,959
6,2011-11-12,998
7,2011-11-13,934
1,2011-11-14,963
2,2011-11-15,1059
3,2011-11-16,884
4,2011-11-17,910
5,2011-11-18,930
6,2011-11-19,911
7,2011-11-20,918
1,2011-11-21,932
2,2011-11-22,853
3,2011-11-23,975
4,2011-11-24,711
5,2011-11-25,934
6,2011-11-26,878
7,2011-11-27,826
1,2011-11-28,898
2,2011-11-29,892
3,2011-11-30,894
4,2011-12-01,1053
5,2011-12-02,1000
6,2011-12-03,876
7,2011-12-04,884
1,2011-12-05,935
2,2011-12-06,875
3,2011-12-07,834
4,2011-12-08,830
5,2011-12-09,861
6,2011-12-10,882
7,2011-12-11,836
1,2011-12-12,922
2,2011-12-13,976
3,2011-12-14,910
4,2011-12-15,935
5,2011-12-16,950
6,2011-12-17,816
7,2011-12-18,832
1,2011-12-19,940
2,2011-12-20,980
3,2011-12-21,937
4,2011-12-22,880
5,2011-12-23,923
6,2011-12-24,734
7,2011-12-25,518
1,2011-12-26,713
2,2011-12-27,786
3,2011-12-28,852
4,2011-12-29,864
5,2011-12-30,898
6,2011-12-31,791
7,2012-01-01,1527
1,2012-01-02,702
2,2012-01-03,808
3,2012-01-04,799
4,2012-01-05,871
5,2012-01-06,913
6,2012-01-07,862
7,2012-01-08,800
1,2012-01-09,883
2,2012-01-10,899
3,2012-01-11,886
4,2012-01-12,745
5,2012-01-13,752
6,2012-01-14,781
7,2012-01-15,772
1,2012-01-16,826
2,2012-01-17,844
3,2012-01-18,791
4,2012-01-19,748
5,2012-01-20,685
6,2012-01-21,717
7,2012-01-22,682
1,2012-01-23,834
2,2012-01-24,898
3,2012-01-25,962
4,2012-01-26,924
5,2012-01-27,933
6,2012-01-28,808
7,2012-01-29,813
1,2012-01-30,868
2,2012-01-31,964
3,2012-02-01,1041
4,2012-02-02,880
5,2012-02-03,897
6,2012-02-04,848
7,2012-02-05,744
1,2012-02-06,765
2,2012-02-07,858
3,2012-02-08,811
4,2012-02-09,829
5,2012-02-10,775
6,2012-02-11,712
7,2012-02-12,718
1,2012-02-13,729
2,2012-02-14,775
3,2012-02-15,928
4,2012-02-16,869
5,2012-02-17,986
6,2012-02-18,763
7,2012-02-19,785
1,2012-02-20,716
2,2012-02-21,850
3,2012-02-22,897
4,2012-02-23,818
5,2012-02-24,784
6,2012-02-25,792
7,2012-02-26,727
1,2012-02-27,818
2,2012-02-28,893
3,2012-02-29,875
4,2012-03-01,1042
5,2012-03-02,881
6,2012-03-03,779
7,2012-03-04,757
1,2012-03-05,764
2,2012-03-06,938
3,2012-03-07,950
4,2012-03-08,922
5,2012-03-09,958
6,2012-03-10,891
7,2012-03-11,805
1,2012-03-12,912
2,2012-03-13,926
3,2012-03-14,930
4,2012-03-15,1000
5,2012-03-16,956
6,2012-03-17,1069
7,2012-03-18,919
1,2012-03-19,979
2,2012-03-20,992
3,2012-03-21,1076
4,2012-03-22,979
5,2012-03-23,976
6,2012-03-24,905
7,2012-03-25,885
1,2012-03-26,831
2,2012-03-27,868
3,2012-03-28,911
4,2012-03-29,948
5,2012-03-30,941
6,2012-03-31,878
7,2012-04-01,999
1,2012-04-02,828
2,2012-04-03,883
3,2012-04-04,865
4,2012-04-05,881
5,2012-04-06,903
6,2012-04-07,974
7,2012-04-08,820
1,2012-04-09,918
2,2012-04-10,844
3,2012-04-11,920
4,2012-04-12,922
5,2012-04-13,939
6,2012-04-14,944
7,2012-04-15,977
1,2012-04-16,931
2,2012-04-17,959
3,2012-04-18,879
4,2012-04-19,961
5,2012-04-20,917
6,2012-04-21,876
7,2012-04-22,824
1,2012-04-23,935
2,2012-04-24,896
3,2012-04-25,952
4,2012-04-26,925
5,2012-04-27,962
6,2012-04-28,878
7,2012-04-29,803
1,2012-04-30,869
2,2012-05-01,1064
3,2012-05-02,998
4,2012-05-03,981
5,2012-05-04,1031
6,2012-05-05,950
7,2012-05-06,843
1,2012-05-07,973
2,2012-05-08,1025
3,2012-05-09,977
4,2012-05-10,916
5,2012-05-11,998
6,2012-05-12,932
7,2012-05-13,819
1,2012-05-14,1004
2,2012-05-15,1040
3,2012-05-16,947
4,2012-05-17,954
5,2012-05-18,978
6,2012-05-19,930
7,2012-05-20,956
1,2012-05-21,886
2,2012-05-22,950
3,2012-05-23,1072
4,2012-05-24,1023
5,2012-05-25,1083
6,2012-05-26,910
7,2012-05-27,927
1,2012-05-28,1030
2,2012-05-29,1094
3,2012-05-30,985
4,2012-05-31,829
5,2012-06-01,1223
6,2012-06-02,944
7,2012-06-03,991
1,2012-06-04,980
2,2012-06-05,950
3,2012-06-06,1024
4,2012-06-07,991
5,2012-06-08,1114
6,2012-06-09,1049
7,2012-06-10,1008
1,2012-06-11,1066
2,2012-06-12,1089
3,2012-06-13,1076
4,2012-06-14,979
5,2012-06-15,1082
6,2012-06-16,1062
7,2012-06-17,946
1,2012-06-18,1068
2,2012-06-19,1005
3,2012-06-20,1098
4,2012-06-21,1056
5,2012-06-22,1120
6,2012-06-23,1128
7,2012-06-24,1077
1,2012-06-25,965
2,2012-06-26,957
3,2012-06-27,1047
4,2012-06-28,939
5,2012-06-29,1045
6,2012-06-30,1011
7,2012-07-01,1190
1,2012-07-02,1056
2,2012-07-03,1060
3,2012-07-04,1045
4,2012-07-05,1010
5,2012-07-06,1027
6,2012-07-07,1062
7,2012-07-08,1093
1,2012-07-09,1065
2,2012-07-10,1054
3,2012-07-11,1030
4,2012-07-12,1040
5,2012-07-13,1084
6,2012-07-14,1054
7,2012-07-15,1125
1,2012-07-16,988
2,2012-07-17,1004
3,2012-07-18,977
4,2012-07-19,921
5,2012-07-20,1072
6,2012-07-21,1065
7,2012-07-22,985
1,2012-07-23,988
2,2012-07-24,967
3,2012-07-25,1012
4,2012-07-26,976
5,2012-07-27,1040
6,2012-07-28,1044
7,2012-07-29,1017
1,2012-07-30,999
2,2012-07-31,933
3,2012-08-01,1107
4,2012-08-02,1019
5,2012-08-03,1061
6,2012-08-04,1000
7,2012-08-05,961
1,2012-08-06,962
2,2012-08-07,952
3,2012-08-08,973
4,2012-08-09,936
5,2012-08-10,914
6,2012-08-11,994
7,2012-08-12,944
1,2012-08-13,868
2,2012-08-14,961
3,2012-08-15,1063
4,2012-08-16,937
5,2012-08-17,963
6,2012-08-18,986
7,2012-08-19,940
1,2012-08-20,893
2,2012-08-21,921
3,2012-08-22,890
4,2012-08-23,1031
5,2012-08-24,1032
6,2012-08-25,1080
7,2012-08-26,905
1,2012-08-27,902
2,2012-08-28,953
3,2012-08-29,955
4,2012-08-30,929
5,2012-08-31,1015
6,2012-09-01,1180
7,2012-09-02,895
1,2012-09-03,890
2,2012-09-04,914
3,2012-09-05,861
4,2012-09-06,1018
5,2012-09-07,960
6,2012-09-08,985
7,2012-09-09,910
1,2012-09-10,880
2,2012-09-11,913
3,2012-09-12,936
4,2012-09-13,868
5,2012-09-14,997
6,2012-09-15,1013
7,2012-09-16,897
1,2012-09-17,901
2,2012-09-18,831
3,2012-09-19,914
4,2012-09-20,920
5,2012-09-21,998
6,2012-09-22,871
7,2012-09-23,827
1,2012-09-24,869
2,2012-09-25,922
3,2012-09-26,934
4,2012-09-27,839
5,2012-09-28,983
6,2012-09-29,970
7,2012-09-30,869
1,2012-10-01,1054
2,2012-10-02,906
3,2012-10-03,919
4,2012-10-04,880
5,2012-10-05,914
6,2012-10-06,807
7,2012-10-07,768
1,2012-10-08,901
2,2012-10-09,892
3,2012-10-10,962
4,2012-10-11,866
5,2012-10-12,964
6,2012-10-13,875
7,2012-10-14,860
1,2012-10-15,939
2,2012-10-16,874
3,2012-10-17,956
4,2012-10-18,898
5,2012-10-19,942
6,2012-10-20,961
7,2012-10-21,927
1,2012-10-22,839
2,2012-10-23,893
3,2012-10-24,1018
4,2012-10-25,851
5,2012-10-26,963
6,2012-10-27,861
7,2012-10-28,827
1,2012-10-29,833
2,2012-10-30,873
3,2012-10-31,951
4,2012-11-01,1075
5,2012-11-02,932
6,2012-11-03,802
7,2012-11-04,731
1,2012-11-05,890
2,2012-11-06,786
3,2012-11-07,875
4,2012-11-08,853
5,2012-11-09,1001
6,2012-11-10,977
7,2012-11-11,884
1,2012-11-12,795
2,2012-11-13,826
3,2012-11-14,847
4,2012-11-15,947
5,2012-11-16,941
6,2012-11-17,874
7,2012-11-18,849
1,2012-11-19,866
2,2012-11-20,925
3,2012-11-21,892
4,2012-11-22,660
5,2012-11-23,787
6,2012-11-24,838
7,2012-11-25,813
1,2012-11-26,799
2,2012-11-27,809
3,2012-11-28,858
4,2012-11-29,916
5,2012-11-30,991
6,2012-12-01,1058
7,2012-12-02,842
1,2012-12-03,933
2,2012-12-04,917
3,2012-12-05,861
4,2012-12-06,876
5,2012-12-07,899
6,2012-12-08,778
7,2012-12-09,761
1,2012-12-10,853
2,2012-12-11,826
3,2012-12-12,914
4,2012-12-13,808
5,2012-12-14,954
6,2012-12-15,858
7,2012-12-16,789
1,2012-12-17,829
2,2012-12-18,851
3,2012-12-19,877
4,2012-12-20,828
5,2012-12-21,778
6,2012-12-22,732
7,2012-12-23,763
1,2012-12-24,709
2,2012-12-25,522
3,2012-12-26,621
4,2012-12-27,684
5,2012-12-28,855
6,2012-12-29,806
7,2012-12-30,707
1,2012-12-31,740
2,2013-01-01,1416
3,2013-01-02,750
4,2013-01-03,775
5,2013-01-04,866
6,2013-01-05,788
7,2013-01-06,698
1,2013-01-07,818
2,2013-01-08,755
3,2013-01-09,884
4,2013-01-10,848
5,2013-01-11,905
6,2013-01-12,763
7,2013-01-13,709
1,2013-01-14,745
2,2013-01-15,841
3,2013-01-16,831
4,2013-01-17,849
5,2013-01-18,927
6,2013-01-19,885
7,2013-01-20,688
1,2013-01-21,665
2,2013-01-22,693
3,2013-01-23,797
4,2013-01-24,863
5,2013-01-25,824
6,2013-01-26,797
7,2013-01-27,704
1,2013-01-28,907
2,2013-01-29,906
3,2013-01-30,856
4,2013-01-31,753
5,2013-02-01,889
6,2013-02-02,738
7,2013-02-03,592
1,2013-02-04,728
2,2013-02-05,789
3,2013-02-06,826
4,2013-02-07,753
5,2013-02-08,816
6,2013-02-09,801
7,2013-02-10,762
1,2013-02-11,760
2,2013-02-12,785
3,2013-02-13,860
4,2013-02-14,750
5,2013-02-15,933
6,2013-02-16,691
7,2013-02-17,692
1,2013-02-18,756
2,2013-02-19,749
3,2013-02-20,768
4,2013-02-21,768
5,2013-02-22,763
6,2013-02-23,697
7,2013-02-24,676
1,2013-02-25,757
2,2013-02-26,675
3,2013-02-27,826
4,2013-02-28,808
5,2013-03-01,1005
6,2013-03-02,766
7,2013-03-03,717
1,2013-03-04,814
2,2013-03-05,696
3,2013-03-06,724
4,2013-03-07,832
5,2013-03-08,880
6,2013-03-09,838
7,2013-03-10,694
1,2013-03-11,824
2,2013-03-12,841
3,2013-03-13,824
4,2013-03-14,841
5,2013-03-15,878
6,2013-03-16,827
7,2013-03-17,773
1,2013-03-18,794
2,2013-03-19,771
3,2013-03-20,789
4,2013-03-21,759
5,2013-03-22,864
6,2013-03-23,783
7,2013-03-24,789
1,2013-03-25,758
2,2013-03-26,775
3,2013-03-27,775
4,2013-03-28,833
5,2013-03-29,874
6,2013-03-30,868
7,2013-03-31,767
1,2013-04-01,953
2,2013-04-02,839
3,2013-04-03,827
4,2013-04-04,934
5,2013-04-05,900
6,2013-04-06,807
7,2013-04-07,797
1,2013-04-08,896
2,2013-04-09,825
3,2013-04-10,852
4,2013-04-11,813
5,2013-04-12,922
6,2013-04-13,842
7,2013-04-14,827
1,2013-04-15,843
2,2013-04-16,862
3,2013-04-17,719
4,2013-04-18,797
5,2013-04-19,847
6,2013-04-20,804
7,2013-04-21,773
1,2013-04-22,915
2,2013-04-23,764
3,2013-04-24,907
4,2013-04-25,875
5,2013-04-26,962
6,2013-04-27,869
7,2013-04-28,794
1,2013-04-29,904
2,2013-04-30,861
3,2013-05-01,1168
4,2013-05-02,827
5,2013-05-03,903
6,2013-05-04,913
7,2013-05-05,827
1,2013-05-06,878
2,2013-05-07,909
3,2013-05-08,965
4,2013-05-09,837
5,2013-05-10,915
6,2013-05-11,833
7,2013-05-12,833
1,2013-05-13,895
2,2013-05-14,906
3,2013-05-15,1037
4,2013-05-16,973
5,2013-05-17,989
6,2013-05-18,946
7,2013-05-19,850
1,2013-05-20,961
2,2013-05-21,931
3,2013-05-22,910
4,2013-05-23,840
5,2013-05-24,935
6,2013-05-25,838
7,2013-05-26,778
1,2013-05-27,771
2,2013-05-28,848
3,2013-05-29,904
4,2013-05-30,946
5,2013-05-31,933
6,2013-06-01,1081
7,2013-06-02,832
1,2013-06-03,914
2,2013-06-04,858
3,2013-06-05,904
4,2013-06-06,960
5,2013-06-07,878
6,2013-06-08,923
7,2013-06-09,831
1,2013-06-10,888
2,2013-06-11,856
3,2013-06-12,830
4,2013-06-13,916
5,2013-06-14,1008
6,2013-06-15,898
7,2013-06-16,957
1,2013-06-17,1022
2,2013-06-18,930
3,2013-06-19,900
4,2013-06-20,969
5,2013-06-21,904
6,2013-06-22,922
7,2013-06-23,889
1,2013-06-24,825
2,2013-06-25,913
3,2013-06-26,953
4,2013-06-27,875
5,2013-06-28,910
6,2013-06-29,903
7,2013-06-30,934
1,2013-07-01,1081
2,2013-07-02,879
3,2013-07-03,879
4,2013-07-04,946
5,2013-07-05,989
6,2013-07-06,887
7,2013-07-07,903
1,2013-07-08,884
2,2013-07-09,884
3,2013-07-10,872
4,2013-07-11,885
5,2013-07-12,947
6,2013-07-13,947
7,2013-07-14,946
1,2013-07-15,1018
2,2013-07-16,907
3,2013-07-17,932
4,2013-07-18,920
5,2013-07-19,904
6,2013-07-20,918
7,2013-07-21,929
1,2013-07-22,1002
2,2013-07-23,925
3,2013-07-24,964
4,2013-07-25,918
5,2013-07-26,991
6,2013-07-27,895
7,2013-07-28,859
1,2013-07-29,891
2,2013-07-30,891
3,2013-07-31,843
4,2013-08-01,1028
5,2013-08-02,969
6,2013-08-03,973
7,2013-08-04,922
1,2013-08-05,853
2,2013-08-06,905
3,2013-08-07,940
4,2013-08-08,911
5,2013-08-09,987
6,2013-08-10,1019
7,2013-08-11,896
1,2013-08-12,983
2,2013-08-13,900
3,2013-08-14,882
4,2013-08-15,924
5,2013-08-16,925
6,2013-08-17,944
7,2013-08-18,882
1,2013-08-19,938
2,2013-08-20,962
3,2013-08-21,864
4,2013-08-22,906
5,2013-08-23,907
6,2013-08-24,941
7,2013-08-25,949
1,2013-08-26,942
2,2013-08-27,885
3,2013-08-28,902
4,2013-08-29,872
5,2013-08-30,934
6,2013-08-31,816
7,2013-09-01,1114
1,2013-09-02,928
2,2013-09-03,873
3,2013-09-04,839
4,2013-09-05,928
5,2013-09-06,897
6,2013-09-07,921
7,2013-09-08,866
1,2013-09-09,868
2,2013-09-10,916
3,2013-09-11,872
4,2013-09-12,857
5,2013-09-13,887
6,2013-09-14,829
7,2013-09-15,835
1,2013-09-16,776
2,2013-09-17,838
3,2013-09-18,854
4,2013-09-19,851
5,2013-09-20,946
6,2013-09-21,904
7,2013-09-22,757
1,2013-09-23,849
2,2013-09-24,921
3,2013-09-25,886
4,2013-09-26,856
5,2013-09-27,965
6,2013-09-28,923
7,2013-09-29,758
1,2013-09-30,833
2,2013-10-01,1101
3,2013-10-02,869
4,2013-10-03,859
5,2013-10-04,874
6,2013-10-05,852
7,2013-10-06,743
1,2013-10-07,777
2,2013-10-08,801
3,2013-10-09,881
4,2013-10-10,855
5,2013-10-11,871
6,2013-10-12,821
7,2013-10-13,779
1,2013-10-14,783
2,2013-10-15,783
3,2013-10-16,802
4,2013-10-17,778
5,2013-10-18,837
6,2013-10-19,778
7,2013-10-20,808
1,2013-10-21,779
2,2013-10-22,750
3,2013-10-23,751
4,2013-10-24,766
5,2013-10-25,843
6,2013-10-26,745
7,2013-10-27,750
1,2013-10-28,840
2,2013-10-29,851
3,2013-10-30,831
4,2013-10-31,921
5,2013-11-01,1012
6,2013-11-02,776
7,2013-11-03,798
1,2013-11-04,830
2,2013-11-05,828
3,2013-11-06,785
4,2013-11-07,772
5,2013-11-08,864
6,2013-11-09,773
7,2013-11-10,753
1,2013-11-11,686
2,2013-11-12,688
3,2013-11-13,826
4,2013-11-14,765
5,2013-11-15,934
6,2013-11-16,763
7,2013-11-17,740
1,2013-11-18,858
2,2013-11-19,850
3,2013-11-20,869
4,2013-11-21,864
5,2013-11-22,852
6,2013-11-23,672
7,2013-11-24,640
1,2013-11-25,680
2,2013-11-26,831
3,2013-11-27,733
4,2013-11-28,567
5,2013-11-29,807
6,2013-11-30,746
7,2013-12-01,876
1,2013-12-02,790
2,2013-12-03,856
3,2013-12-04,867
4,2013-12-05,764
5,2013-12-06,725
6,2013-12-07,649
7,2013-12-08,610
1,2013-12-09,629
2,2013-12-10,635
3,2013-12-11,650
4,2013-12-12,661
5,2013-12-13,799
6,2013-12-14,653
7,2013-12-15,630
1,2013-12-16,707
2,2013-12-17,756
3,2013-12-18,763
4,2013-12-19,798
5,2013-12-20,859
6,2013-12-21,784
7,2013-12-22,753
1,2013-12-23,679
2,2013-12-24,542
3,2013-12-25,426
4,2013-12-26,604
5,2013-12-27,735
6,2013-12-28,741
7,2013-12-29,718
1,2013-12-30,640
2,2013-12-31,561
3,2014-01-01,1198
4,2014-01-02,484
5,2014-01-03,562
6,2014-01-04,577
7,2014-01-05,404
1,2014-01-06,367
2,2014-01-07,467
3,2014-01-08,598
4,2014-01-09,614
5,2014-01-10,635
6,2014-01-11,654
7,2014-01-12,687
1,2014-01-13,761
2,2014-01-14,688
3,2014-01-15,745
4,2014-01-16,688
